statement_id,file_name,file_path,line,statement_type,statement_text_or_paraphrase,continuous_or_discrete,v5_compatible,needs_repair
S0075,Prime_Mesh_R2Q_PostP0_ContinuousWindowSelection_Proof_Attack_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_PostP0_ContinuousWindowSelection_Proof_Attack_v1.md,565,theta-window continuity claim,6. Are candidate windows continuous theta windows or sampled grid only?,continuous,True,False
S0076,Prime_Mesh_R2Q_PostP0_ContinuousWindowSelection_Proof_Attack_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_PostP0_ContinuousWindowSelection_Proof_Attack_v1.md,565,sampled-grid caveat,6. Are candidate windows continuous theta windows or sampled grid only?,continuous,True,False
S0077,Prime_Mesh_R2Q_PostP0_ContinuousWindowSelection_Proof_Attack_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_PostP0_ContinuousWindowSelection_Proof_Attack_v1.md,568,sampled-grid caveat,9. Does any argument use full-grid H-Exc incorrectly?,unspecified,True,False
S0078,Prime_Mesh_R2Q_PostP0_ContinuousWindowSelection_Proof_Attack_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_PostP0_ContinuousWindowSelection_Proof_Attack_v1.md,578,theta-window continuity claim,- data files for theta windows / fullfcl rows / candidate coverage,discrete_or_window,True,False
S0079,Prime_Mesh_R2Q_PostP0_ContinuousWindowSelection_Proof_Attack_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_PostP0_ContinuousWindowSelection_Proof_Attack_v1.md,602,continuous all-x claim,Do not use H-Exc sampled grid as continuous all-\(x\) coverage.,continuous,True,False
S0080,Prime_Mesh_R2Q_PostP0_ContinuousWindowSelection_Proof_Attack_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_PostP0_ContinuousWindowSelection_Proof_Attack_v1.md,602,sampled-grid caveat,Do not use H-Exc sampled grid as continuous all-\(x\) coverage.,continuous,True,False
S0081,Prime_Mesh_R2Q_PostP0_ContinuousWindowSelection_Proof_Attack_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_PostP0_ContinuousWindowSelection_Proof_Attack_v1.md,606,lower drift bracketing claim,Do not ignore lower crossings by drift.,unspecified,True,False
S0082,Prime_Mesh_R2Q_PostP0_ContinuousWindowSelection_Proof_Attack_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_PostP0_ContinuousWindowSelection_Proof_Attack_v1.md,634,lower drift bracketing claim,### Outcome C — Lower drift gap remains,unspecified,True,False
S0083,Prime_Mesh_R2Q_PostP0_ContinuousWindowSelection_Proof_Attack_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_PostP0_ContinuousWindowSelection_Proof_Attack_v1.md,639,lower drift bracketing claim,Prime_Mesh_R2Q_LowerDrift_FirstCrossing_Proof_Attack_v1.md,unspecified,True,False
S0084,Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Conditional_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Conditional_Closure_Update_v1.md,66,sampled-grid caveat,\text{full-grid H-Exc upgrade used}=\texttt{False}.,unspecified,True,False
S0085,Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Conditional_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Conditional_Closure_Update_v1.md,71,continuous all-x claim,"However, the global bridge remains conditional because the post-\(P_0\) continuous all-\(x\) / window-selection proof is not yet a fully symbolic theorem.",continuous,True,False
S0086,Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Conditional_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Conditional_Closure_Update_v1.md,144,sampled-grid caveat,- no sampled-grid/full-grid mistake was detected;,unspecified,True,False
S0087,Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Conditional_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Conditional_Closure_Update_v1.md,175,sampled-grid caveat,### H-Exc sampled-grid caveat preserved,unspecified,True,False
S0088,Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Conditional_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Conditional_Closure_Update_v1.md,180,sampled-grid caveat,\text{full-grid H-Exc upgrade used}=\texttt{False}.,unspecified,True,False
S0089,Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Conditional_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Conditional_Closure_Update_v1.md,183,sampled-grid caveat,Thus it does not silently upgrade sampled-grid H-Exc control to full-grid control.,unspecified,True,False
S0090,Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Conditional_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Conditional_Closure_Update_v1.md,264,gap-free coverage claim,1469/1469.,unspecified,True,False
S0091,Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Conditional_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Conditional_Closure_Update_v1.md,267,continuous all-x claim,Conditional for continuous all-\(x\) row selection.,continuous,True,False
S0092,Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Conditional_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Conditional_Closure_Update_v1.md,315,continuous all-x claim,"> The CoveringLocalization audit closes the audited candidate universe: 1469/1469 candidates are covered, with zero uncovered candidates and zero coverage failures. The coverage mode is theta-window covering with finite continuous certificate support. The remaining analytic condition is the post-\(P_0\) continuous all-\(x\) / window-selection theorem.",continuous,True,False
S0093,Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Conditional_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Conditional_Closure_Update_v1.md,315,gap-free coverage claim,"> The CoveringLocalization audit closes the audited candidate universe: 1469/1469 candidates are covered, with zero uncovered candidates and zero coverage failures. The coverage mode is theta-window covering with finite continuous certificate support. The remaining analytic condition is the post-\(P_0\) continuous all-\(x\) / window-selection theorem.",continuous,True,False
S0094,Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Conditional_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Conditional_Closure_Update_v1.md,336,candidate window selection rule,2. Conditional continuous window selection maps that first crossing into the audited theta-window candidate universe.,continuous,True,False
S0095,Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Conditional_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Conditional_Closure_Update_v1.md,339,gap-free coverage claim,1469/1469.,unspecified,True,False
S0096,Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Conditional_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Conditional_Closure_Update_v1.md,361,continuous all-x claim,### A. Post-\(P_0\) continuous all-\(x\) window-selection theorem,continuous,True,False
S0097,Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Conditional_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Conditional_Closure_Update_v1.md,379,global error process definition,"Confirm the chosen \(G(x)\), envelope \(\mathcal E(x)\), and R2Q normalization imply:",unspecified,True,False
S0098,Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Conditional_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Conditional_Closure_Update_v1.md,382,global error process definition,\psi(x)-x=O(\sqrt{x}\log^2x),unspecified,True,False
S0099,Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Conditional_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Conditional_Closure_Update_v1.md,388,global error process definition,\pi(x)-\operatorname{Li}(x)=O(\sqrt{x}\log x).,unspecified,True,False
S0100,Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Conditional_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Conditional_Closure_Update_v1.md,434,continuous all-x claim,It remains conditional as a continuous all-\(x\) theorem.,continuous,True,False
S0101,Prime_Mesh_R2Q_GlobalBridge_ConditionalAssembly_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_GlobalBridge_ConditionalAssembly_Closure_Update_v1.md,19,candidate window selection rule,\text{GlobalBridge closed conditionally on post-}P_0\text{ continuous all-}x\text{ / FullFCL candidate selection.},continuous,True,False
S0102,Prime_Mesh_R2Q_GlobalBridge_ConditionalAssembly_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_GlobalBridge_ConditionalAssembly_Closure_Update_v1.md,47,candidate window selection rule,"\text{assuming every post-}P_0\text{ continuous global first crossing enters the audited FullFCL/theta candidate universe, no surviving first-crossing obstruction remains.}",continuous,True,False
S0103,Prime_Mesh_R2Q_GlobalBridge_ConditionalAssembly_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_GlobalBridge_ConditionalAssembly_Closure_Update_v1.md,297,global error process definition,G(x)=\psi(x)-x,unspecified,True,False
S0104,Prime_Mesh_R2Q_GlobalBridge_ConditionalAssembly_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_GlobalBridge_ConditionalAssembly_Closure_Update_v1.md,301,global error process definition,G(x)=\pi(x)-\operatorname{Li}(x);,unspecified,True,False
S0105,Prime_Mesh_R2Q_GlobalBridge_ConditionalAssembly_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_GlobalBridge_ConditionalAssembly_Closure_Update_v1.md,306,continuous all-x claim,3. post-\(P_0\) continuous all-\(x\) / FullFCL candidate selection holds:,continuous,True,False
S0106,Prime_Mesh_R2Q_GlobalBridge_ConditionalAssembly_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_GlobalBridge_ConditionalAssembly_Closure_Update_v1.md,306,candidate window selection rule,3. post-\(P_0\) continuous all-\(x\) / FullFCL candidate selection holds:,continuous,True,False
S0107,Prime_Mesh_R2Q_GlobalBridge_ConditionalAssembly_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_GlobalBridge_ConditionalAssembly_Closure_Update_v1.md,333,candidate window selection rule,for some audited FullFCL/theta candidate row \(J_0\).,unspecified,True,False
S0108,Prime_Mesh_R2Q_GlobalBridge_ConditionalAssembly_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_GlobalBridge_ConditionalAssembly_Closure_Update_v1.md,409,continuous all-x claim,"Hence the selected RH-scale envelope holds, conditionally on the continuous all-\(x\) / FullFCL candidate-selection theorem.",continuous,True,False
S0109,Prime_Mesh_R2Q_GlobalBridge_ConditionalAssembly_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_GlobalBridge_ConditionalAssembly_Closure_Update_v1.md,419,global error process definition,\psi(x)-x=O(\sqrt{x}\log^2x),unspecified,True,False
S0110,Prime_Mesh_R2Q_GlobalBridge_ConditionalAssembly_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_GlobalBridge_ConditionalAssembly_Closure_Update_v1.md,427,global error process definition,\pi(x)-\operatorname{Li}(x)=O(\sqrt{x}\log x).,unspecified,True,False
S0111,Prime_Mesh_R2Q_GlobalBridge_ConditionalAssembly_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_GlobalBridge_ConditionalAssembly_Closure_Update_v1.md,443,sampled-grid caveat,| H-Exc | closed sampled-grid/certificate |,unspecified,True,False
S0112,Prime_Mesh_R2Q_GlobalBridge_ConditionalAssembly_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_GlobalBridge_ConditionalAssembly_Closure_Update_v1.md,450,gap-free coverage claim,| Covering candidate universe | 1469/1469 covered |,unspecified,True,False
S0113,Prime_Mesh_R2Q_GlobalBridge_ConditionalAssembly_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_GlobalBridge_ConditionalAssembly_Closure_Update_v1.md,471,candidate window selection rule,\text{ enters the audited FullFCL/theta candidate universe}.,unspecified,True,False
S0114,Prime_Mesh_R2Q_GlobalBridge_ConditionalAssembly_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_GlobalBridge_ConditionalAssembly_Closure_Update_v1.md,480,gap-free coverage claim,1469/1469,unspecified,True,False
S0115,Prime_Mesh_R2Q_GlobalBridge_ConditionalAssembly_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_GlobalBridge_ConditionalAssembly_Closure_Update_v1.md,485,continuous all-x claim,But it does not yet prove that the candidate universe captures every possible continuous all-\(x\) first crossing.,continuous,True,False
S0116,Prime_Mesh_R2Q_GlobalBridge_ConditionalAssembly_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_GlobalBridge_ConditionalAssembly_Closure_Update_v1.md,511,sampled-grid caveat,1. H-Exc sampled-grid caveat;,unspecified,True,False
S0117,Prime_Mesh_R2Q_GlobalBridge_ConditionalAssembly_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_GlobalBridge_ConditionalAssembly_Closure_Update_v1.md,524,continuous all-x claim,"> Conditional on the post-\(P_0\) continuous all-\(x\) / FullFCL candidate-selection theorem, the v5 GlobalBridge has no surviving first-crossing obstruction. Covering passes for 1469/1469 audited candidates, ThresholdRelevance has 0 failures across 10,140 rows, upper crossings are subthreshold, lower crossings are O2/B3/finite safe, and neutral rows are emp",continuous,True,False
S0118,Prime_Mesh_R2Q_GlobalBridge_ConditionalAssembly_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_GlobalBridge_ConditionalAssembly_Closure_Update_v1.md,524,gap-free coverage claim,"> Conditional on the post-\(P_0\) continuous all-\(x\) / FullFCL candidate-selection theorem, the v5 GlobalBridge has no surviving first-crossing obstruction. Covering passes for 1469/1469 audited candidates, ThresholdRelevance has 0 failures across 10,140 rows, upper crossings are subthreshold, lower crossings are O2/B3/finite safe, and neutral rows are emp",continuous,True,False
S0119,Prime_Mesh_R2Q_GlobalBridge_ConditionalAssembly_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_GlobalBridge_ConditionalAssembly_Closure_Update_v1.md,532,continuous all-x claim,> Continuous all-\(x\) covering is proven.,continuous,True,False
S0120,Prime_Mesh_R2Q_GlobalBridge_ConditionalAssembly_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_GlobalBridge_ConditionalAssembly_Closure_Update_v1.md,560,candidate window selection rule,\text{attack the theorem that every post-}P_0\text{ continuous all-}x\text{ first crossing enters the audited FullFCL/theta candidate universe.},continuous,True,False
S0121,Prime_Mesh_R2Q_GlobalBridge_ConditionalAssembly_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_GlobalBridge_ConditionalAssembly_Closure_Update_v1.md,576,continuous all-x claim,The only major remaining analytic gap is continuous all-\(x\) / FullFCL candidate selection after \(P_0\).,continuous,True,False
S0122,Prime_Mesh_R2Q_GlobalBridge_ConditionalAssembly_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_GlobalBridge_ConditionalAssembly_Closure_Update_v1.md,576,candidate window selection rule,The only major remaining analytic gap is continuous all-\(x\) / FullFCL candidate selection after \(P_0\).,continuous,True,False
S0123,Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Audit_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Audit_v1.md,44,candidate window selection rule,"The files discuss endpoint-controlled and interior/window selection, but the audit keeps this as conditional proof material rather than a completed continuous lifting theorem.",continuous,True,False
S0124,Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Audit_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Audit_v1.md,54,sampled-grid caveat,- Uses full-grid H-Exc upgrade: `False`.,unspecified,True,False
S0125,Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Audit_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Audit_v1.md,65,continuous all-x claim,"| post-P0 continuous all-x covering | `conditional_not_fully_proven` | Audited first-crossing candidates are covered, but the universal all-x window-selection theorem remains an input/target. | `Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Conditional_Closure_Update_v1.md` |",continuous,True,False
S0126,Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Audit_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Audit_v1.md,67,continuous all-x claim,| finite-zone coverage | `continuous_certificate_passes` | Finite theta envelope summary reports continuous all-x finite certificate with zero failures. | `Prime_Mesh_R2Q_FiniteThetaEnvelope_Closure_Update_v1.md` |,continuous,True,False
S0127,Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Audit_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_FirstCrossing_CoveringLocalization_Audit_v1.md,68,sampled-grid caveat,| sampled-grid H-Exc upgrade | `not_used` | Audit does not find proof evidence upgrading sampled-grid H-Exc to full-grid control. | `Prime_Mesh_R2Q_CoveringLocalization_SampledGrid_Warning_Repair_Map_v1.md` |,unspecified,True,False
S0128,Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Closure_Update_v1.md,415,candidate window selection rule,### FCL-1 — Window selection,discrete_or_window,True,False
S0129,Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Closure_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Closure_Update_v1.md,421,theta-window continuity claim,Prove global first-crossing sign becomes local \(E_\theta(J)\) sign.,unspecified,True,False
S0130,Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Conditional_Theorem_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Conditional_Theorem_v1.md,149,global error process definition,"\mathcal H(x)=\theta(x)-x,",unspecified,True,False
S0131,Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Conditional_Theorem_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Conditional_Theorem_v1.md,155,theta-window continuity claim,E_\theta(J)=\theta(y+h)-\theta(y)-h.,unspecified,True,False
S0132,Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Conditional_Theorem_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Conditional_Theorem_v1.md,223,theta-window continuity claim,\operatorname{sgn}(E_\theta(J))=\sigma.,unspecified,True,False
S0133,Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Conditional_Theorem_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Conditional_Theorem_v1.md,287,theta-window continuity claim,"E_\theta(J)<0,",unspecified,True,False
S0134,Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Conditional_Theorem_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Conditional_Theorem_v1.md,296,theta-window continuity claim,E_\theta(J)<0,unspecified,True,False
S0135,Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Conditional_Theorem_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Conditional_Theorem_v1.md,325,theta-window continuity claim,"E_\theta(J)>0,",unspecified,True,False
S0136,Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Conditional_Theorem_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Conditional_Theorem_v1.md,448,theta-window continuity claim,"E_\theta(J)<0,",unspecified,True,False
S0137,Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Conditional_Theorem_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Conditional_Theorem_v1.md,470,theta-window continuity claim,"E_\theta(J)>0,",unspecified,True,False
S0138,Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Conditional_Theorem_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Conditional_Theorem_v1.md,630,theta-window continuity claim,E_\theta(J)>0,unspecified,True,False
S0139,Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Conditional_Theorem_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Conditional_Theorem_v1.md,717,theta-window continuity claim,E_\theta(J)<0,unspecified,True,False
S0140,Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Conditional_Theorem_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Conditional_Theorem_v1.md,723,theta-window continuity claim,E_\theta(J)>0,unspecified,True,False
