statement_id,file_name,file_path,line,statement_type,statement_text_or_paraphrase,coverage_mode,v5_compatible,needs_repair
S0082,Prime_Mesh_R2Q_FullFCL_Formal_Proof_Skeleton_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FullFCL_Formal_Proof_Skeleton_v1.md,189,row family definition,This is the post-\(P_0\) FullFCL theorem.,unclear,True,False
S0083,Prime_Mesh_R2Q_FullFCL_Formal_Proof_Skeleton_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FullFCL_Formal_Proof_Skeleton_v1.md,202,covered domain,x_1\ge P_0,unclear,True,False
S0084,Prime_Mesh_R2Q_FullFCL_Formal_Proof_Skeleton_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FullFCL_Formal_Proof_Skeleton_v1.md,213,continuous vs discrete statement,"By CandidateReduction, \(x_1\) is represented by a candidate endpoint or by an adjacent candidate endpoint:",endpoint_or_window,True,False
S0085,Prime_Mesh_R2Q_FullFCL_Formal_Proof_Skeleton_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FullFCL_Formal_Proof_Skeleton_v1.md,225,continuous vs discrete statement,By endpoint compatibility:,endpoint_or_window,True,False
S0086,Prime_Mesh_R2Q_FullFCL_Formal_Proof_Skeleton_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FullFCL_Formal_Proof_Skeleton_v1.md,233,upper/lower sign preservation,### Step 2 — Extract local theta sign,theta_window,True,False
S0087,Prime_Mesh_R2Q_FullFCL_Formal_Proof_Skeleton_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FullFCL_Formal_Proof_Skeleton_v1.md,245,upper/lower sign preservation,SignedLocalExtraction gives the sign of the first crossing through this same local block.,unclear,True,False
S0088,Prime_Mesh_R2Q_FullFCL_Formal_Proof_Skeleton_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FullFCL_Formal_Proof_Skeleton_v1.md,287,boundary case rule,"is harmless, already repaid, finite-certified, boundary-handled, or non-surviving.",finite_certificate,True,False
S0089,Prime_Mesh_R2Q_FullFCL_Formal_Proof_Skeleton_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FullFCL_Formal_Proof_Skeleton_v1.md,287,finite-zone rule,"is harmless, already repaid, finite-certified, boundary-handled, or non-surviving.",finite_certificate,True,False
S0090,Prime_Mesh_R2Q_FullFCL_Formal_Proof_Skeleton_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FullFCL_Formal_Proof_Skeleton_v1.md,357,continuous vs discrete statement,"H-Exc controls internal bridge excursions, O2 controls the local repayment budget, endpoint repayment handles boundary leakage, and B3 prevents tail accumulation.",endpoint_or_window,True,False
S0091,Prime_Mesh_R2Q_FullFCL_Formal_Proof_Skeleton_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FullFCL_Formal_Proof_Skeleton_v1.md,357,boundary case rule,"H-Exc controls internal bridge excursions, O2 controls the local repayment budget, endpoint repayment handles boundary leakage, and B3 prevents tail accumulation.",endpoint_or_window,True,False
S0092,Prime_Mesh_R2Q_FullFCL_Formal_Proof_Skeleton_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FullFCL_Formal_Proof_Skeleton_v1.md,372,boundary case rule,4. finite or boundary-handled.,finite_certificate,True,False
S0093,Prime_Mesh_R2Q_FullFCL_Formal_Proof_Skeleton_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FullFCL_Formal_Proof_Skeleton_v1.md,395,covered domain,&x_1\ge P_0\text{ first crossing} \\,unclear,True,False
S0094,Prime_Mesh_R2Q_FullFCL_Formal_Proof_Skeleton_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FullFCL_Formal_Proof_Skeleton_v1.md,452,row family definition,"Without this theorem, FullFCL would still need to explain why a first crossing cannot survive below the R2Q danger threshold.",unclear,True,False
S0095,Prime_Mesh_R2Q_FullFCL_Formal_Proof_Skeleton_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FullFCL_Formal_Proof_Skeleton_v1.md,510,continuous vs discrete statement,3. EndpointCompatibility from the formal selection rule;,endpoint_or_window,True,False
S0096,Prime_Mesh_R2Q_FullFCL_Formal_Proof_Skeleton_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FullFCL_Formal_Proof_Skeleton_v1.md,519,continuous vs discrete statement,12. Endpoint repayment compatibility;,endpoint_or_window,True,False
S0097,Prime_Mesh_R2Q_FullFCL_Formal_Proof_Skeleton_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FullFCL_Formal_Proof_Skeleton_v1.md,522,row family definition,The finite theta-envelope certificate and classical bridge are separate from this post-\(P_0\) FullFCL proof.,theta_window,True,False
S0098,Prime_Mesh_R2Q_FullFCL_Formal_Proof_Skeleton_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FullFCL_Formal_Proof_Skeleton_v1.md,532,row family definition,\text{FullFCL has a complete formal proof skeleton and empirical closure stack.},unclear,True,False
S0099,Prime_Mesh_R2Q_FullFCL_Formal_Proof_Skeleton_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FullFCL_Formal_Proof_Skeleton_v1.md,540,row family definition,\text{FullFCL is formally proved.},unclear,True,False
S0100,Prime_Mesh_R2Q_FullFCL_Formal_Proof_Skeleton_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FullFCL_Formal_Proof_Skeleton_v1.md,560,row family definition,\text{assemble FullFCL + finite theta certificate + classical bridge into the full conditional RH proof skeleton.},theta_window,True,False
S0101,Prime_Mesh_R2Q_FullFCL_Formal_Proof_Skeleton_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FullFCL_Formal_Proof_Skeleton_v1.md,566,row family definition,1. post-\(P_0\) FullFCL;,unclear,True,False
S0102,Prime_Mesh_R2Q_FullFCL_Formal_Proof_Skeleton_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FullFCL_Formal_Proof_Skeleton_v1.md,567,continuous vs discrete statement,2. finite continuous theta certificate;,theta_window,True,False
S0103,Prime_Mesh_R2Q_FullFCL_Formal_Theorem_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FullFCL_Formal_Theorem_Target_v1.md,1,row family definition,# Prime Mesh R2Q — FullFCL Formal Theorem Target,unclear,True,False
S0104,Prime_Mesh_R2Q_FullFCL_Formal_Theorem_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FullFCL_Formal_Theorem_Target_v1.md,3,row family definition,**Document:** `Prime_Mesh_R2Q_FullFCL_Formal_Theorem_Target_v1.md`,unclear,True,False
S0105,Prime_Mesh_R2Q_FullFCL_Formal_Theorem_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FullFCL_Formal_Theorem_Target_v1.md,7,row family definition,"**Purpose:** State the formal theorem target that upgrades the FCL front end into FullFCL by importing ThetaSignBridge, ChannelCompatibility, and the RepaymentStack.",theta_window,True,False
S0106,Prime_Mesh_R2Q_FullFCL_Formal_Theorem_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FullFCL_Formal_Theorem_Target_v1.md,25,row family definition,\mathsf{FullFCL}.,unclear,True,False
S0107,Prime_Mesh_R2Q_FullFCL_Formal_Theorem_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FullFCL_Formal_Theorem_Target_v1.md,37,row family definition,This theorem is the formal version of the empirical FullFCL closure update.,unclear,True,False
S0108,Prime_Mesh_R2Q_FullFCL_Formal_Theorem_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FullFCL_Formal_Theorem_Target_v1.md,45,row family definition,### Theorem FullFCL — Formal Target,unclear,True,False
S0109,Prime_Mesh_R2Q_FullFCL_Formal_Theorem_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FullFCL_Formal_Theorem_Target_v1.md,50,finite-zone rule,"P_0=500,000,000.",unclear,True,False
S0110,Prime_Mesh_R2Q_FullFCL_Formal_Theorem_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FullFCL_Formal_Theorem_Target_v1.md,55,continuous vs discrete statement,1. **FCL-FrontEnd**: every post-\(P_0\) first crossing is localized to an endpoint-compatible admissible block;,endpoint_or_window,True,False
S0111,Prime_Mesh_R2Q_FullFCL_Formal_Theorem_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FullFCL_Formal_Theorem_Target_v1.md,59,boundary case rule,5. **NeutralClause**: zero-sign or boundary-neutral blocks are harmless or finite-certified.,finite_certificate,True,False
S0112,Prime_Mesh_R2Q_FullFCL_Formal_Theorem_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FullFCL_Formal_Theorem_Target_v1.md,59,finite-zone rule,5. **NeutralClause**: zero-sign or boundary-neutral blocks are harmless or finite-certified.,finite_certificate,True,False
S0113,Prime_Mesh_R2Q_FullFCL_Formal_Theorem_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FullFCL_Formal_Theorem_Target_v1.md,67,covered domain,"\forall x\ge P_0,",unclear,True,False
S0114,Prime_Mesh_R2Q_FullFCL_Formal_Theorem_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FullFCL_Formal_Theorem_Target_v1.md,75,row family definition,This is the formal FullFCL target.,unclear,True,False
S0115,Prime_Mesh_R2Q_FullFCL_Formal_Theorem_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FullFCL_Formal_Theorem_Target_v1.md,135,row family definition,"Thus positive-sign rows cannot approach the forbidden R2Q threshold, while near-forbidden rows must be negative theta rows.",theta_window,True,False
S0116,Prime_Mesh_R2Q_FullFCL_Formal_Theorem_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FullFCL_Formal_Theorem_Target_v1.md,137,row family definition,The formal role inside FullFCL is:,unclear,True,False
S0117,Prime_Mesh_R2Q_FullFCL_Formal_Theorem_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FullFCL_Formal_Theorem_Target_v1.md,194,continuous vs discrete statement,\mathsf{EndpointRepayment},endpoint_or_window,True,False
S0118,Prime_Mesh_R2Q_FullFCL_Formal_Theorem_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FullFCL_Formal_Theorem_Target_v1.md,207,covered domain,Let \(x_1\ge P_0\) be the first failure:,unclear,True,False
S0119,Prime_Mesh_R2Q_FullFCL_Formal_Theorem_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FullFCL_Formal_Theorem_Target_v1.md,463,row family definition,"Once formally proved, FullFCL closes the asymptotic side:",unclear,True,False
S0120,Prime_Mesh_R2Q_FullFCL_Formal_Theorem_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FullFCL_Formal_Theorem_Target_v1.md,467,covered domain,"\forall x\ge P_0,",unclear,True,False
S0121,Prime_Mesh_R2Q_FullFCL_Formal_Theorem_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FullFCL_Formal_Theorem_Target_v1.md,479,finite-zone rule,"\forall 2\le x<P_0,",unclear,True,False
S0122,Prime_Mesh_R2Q_FullFCL_Formal_Theorem_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FullFCL_Formal_Theorem_Target_v1.md,499,row family definition,\text{FullFCL is empirically closed and now stated as a formal theorem target.},unclear,True,False
S0123,Prime_Mesh_R2Q_FullFCL_Formal_Theorem_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FullFCL_Formal_Theorem_Target_v1.md,507,row family definition,\text{FullFCL is formally proved.},unclear,True,False
S0124,Prime_Mesh_R2Q_FullFCL_Formal_Theorem_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FullFCL_Formal_Theorem_Target_v1.md,527,row family definition,\text{isolate the remaining neutral/intermediate threshold-gap case in the FullFCL proof.},unclear,True,False
S0125,Prime_Mesh_R2Q_FullFCL_Formal_Theorem_Target_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FullFCL_Formal_Theorem_Target_v1.md,531,row family definition,The positive and dangerous branches are now cleanly targeted. The neutral/threshold-gap branch should be written explicitly so the FullFCL proof has no hidden case.,unclear,True,False
S0126,Prime_Mesh_R2Q_FullFCL_Reclosure_Update_v2.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FullFCL_Reclosure_Update_v2.md,1,row family definition,# Prime Mesh R2Q — FullFCL Reclosure Update v2,unclear,True,False
S0127,Prime_Mesh_R2Q_FullFCL_Reclosure_Update_v2.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FullFCL_Reclosure_Update_v2.md,3,row family definition,**Document:** `Prime_Mesh_R2Q_FullFCL_Reclosure_Update_v2.md`,unclear,True,False
S0128,Prime_Mesh_R2Q_FullFCL_Reclosure_Update_v2.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FullFCL_Reclosure_Update_v2.md,6,row family definition,**Status:** FullFCL empirically reclosed with primitive-backed R2Q coordinate layer,unclear,True,False
S0129,Prime_Mesh_R2Q_FullFCL_Reclosure_Update_v2.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FullFCL_Reclosure_Update_v2.md,7,row family definition,"**Purpose:** Update the FullFCL closure after RawR2Q primitive decomposition, component bounds, H-Exc, EndpointMotion, Residual Epsilon, AdmissibleR2QCoordinate, and ThetaSignBridge reclosure v2.",theta_window,True,False
S0130,Prime_Mesh_R2Q_FullFCL_Reclosure_Update_v2.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FullFCL_Reclosure_Update_v2.md,7,continuous vs discrete statement,"**Purpose:** Update the FullFCL closure after RawR2Q primitive decomposition, component bounds, H-Exc, EndpointMotion, Residual Epsilon, AdmissibleR2QCoordinate, and ThetaSignBridge reclosure v2.",theta_window,True,False
S0131,Prime_Mesh_R2Q_FullFCL_Reclosure_Update_v2.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FullFCL_Reclosure_Update_v2.md,13,row family definition,The FullFCL layer can now be reclosed with a stronger empirical foundation.,unclear,True,False
S0132,Prime_Mesh_R2Q_FullFCL_Reclosure_Update_v2.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FullFCL_Reclosure_Update_v2.md,15,row family definition,Earlier FullFCL closure used the coordinate-level bridge:,unclear,True,False
S0133,Prime_Mesh_R2Q_FullFCL_Reclosure_Update_v2.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FullFCL_Reclosure_Update_v2.md,69,row family definition,\mathsf{FullFCL}_{v2}.,unclear,True,False
S0134,Prime_Mesh_R2Q_FullFCL_Reclosure_Update_v2.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FullFCL_Reclosure_Update_v2.md,77,row family definition,"\text{FullFCL is empirically reclosed with primitive-backed support, not yet analytically proved from first principles.}",unclear,True,False
S0135,Prime_Mesh_R2Q_FullFCL_Reclosure_Update_v2.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FullFCL_Reclosure_Update_v2.md,83,row family definition,## 2. What Changed Since FullFCL Closure v1,unclear,True,False
S0136,Prime_Mesh_R2Q_FullFCL_Reclosure_Update_v2.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FullFCL_Reclosure_Update_v2.md,85,row family definition,The v1 FullFCL closure already had the logical chain:,unclear,True,False
S0137,Prime_Mesh_R2Q_FullFCL_Reclosure_Update_v2.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FullFCL_Reclosure_Update_v2.md,96,row family definition,\mathsf{FullFCL}.,unclear,True,False
S0138,Prime_Mesh_R2Q_FullFCL_Reclosure_Update_v2.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FullFCL_Reclosure_Update_v2.md,109,continuous vs discrete statement,3. EndpointMotion PositiveCap and NegativeThreshold were isolated.,endpoint_or_window,True,False
S0139,Prime_Mesh_R2Q_FullFCL_Reclosure_Update_v2.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FullFCL_Reclosure_Update_v2.md,115,row family definition,Thus FullFCL now imports a more transparent R2Q coordinate interface.,unclear,True,False
S0140,Prime_Mesh_R2Q_FullFCL_Reclosure_Update_v2.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FullFCL_Reclosure_Update_v2.md,119,row family definition,## 3. Updated FullFCL v2 Chain,unclear,True,False
S0141,Prime_Mesh_R2Q_FullFCL_Reclosure_Update_v2.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FullFCL_Reclosure_Update_v2.md,136,continuous vs discrete statement,\mathsf{EndpointMotionThresholdCap},endpoint_or_window,True,False
S0142,Prime_Mesh_R2Q_FullFCL_Reclosure_Update_v2.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FullFCL_Reclosure_Update_v2.md,166,finite-zone rule,\text{subthreshold rows are non-surviving / harmless / repaid / finite-certified}.,finite_certificate,True,False
S0143,Prime_Mesh_R2Q_FullFCL_Reclosure_Update_v2.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FullFCL_Reclosure_Update_v2.md,187,row family definition,\mathsf{FullFCL}_{v2}.,unclear,True,False
S0144,Prime_Mesh_R2Q_FullFCL_Reclosure_Update_v2.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FullFCL_Reclosure_Update_v2.md,195,row family definition,### Theorem FullFCL v2 — Target,unclear,True,False
S0145,Prime_Mesh_R2Q_FullFCL_Reclosure_Update_v2.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FullFCL_Reclosure_Update_v2.md,197,finite-zone rule,Let \(P_0=500M\). Assume:,unclear,True,False
S0146,Prime_Mesh_R2Q_FullFCL_Reclosure_Update_v2.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FullFCL_Reclosure_Update_v2.md,201,continuous vs discrete statement,3. FCL-FrontEnd endpoint extraction;,endpoint_or_window,True,False
S0147,Prime_Mesh_R2Q_FullFCL_Reclosure_Update_v2.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FullFCL_Reclosure_Update_v2.md,233,covered domain,x_1\ge P_0,unclear,True,False
S0148,Prime_Mesh_R2Q_FullFCL_Reclosure_Update_v2.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FullFCL_Reclosure_Update_v2.md,244,continuous vs discrete statement,with endpoint-compatible sign extraction:,endpoint_or_window,True,False
S0149,Prime_Mesh_R2Q_FullFCL_Reclosure_Update_v2.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FullFCL_Reclosure_Update_v2.md,274,finite-zone rule,"is harmless, repaid, finite-certified, or non-surviving.",finite_certificate,True,False
S0150,Prime_Mesh_R2Q_FullFCL_Reclosure_Update_v2.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FullFCL_Reclosure_Update_v2.md,386,finite-zone rule,while over-energy rows are finite-certified / non-surviving / non-dangerous.,finite_certificate,True,False
S0151,Prime_Mesh_R2Q_FullFCL_Reclosure_Update_v2.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FullFCL_Reclosure_Update_v2.md,402,continuous vs discrete statement,| Partial/Full endpoint compatibility | closed empirically |,endpoint_or_window,True,False
S0152,Prime_Mesh_R2Q_FullFCL_Reclosure_Update_v2.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FullFCL_Reclosure_Update_v2.md,404,continuous vs discrete statement,| EndpointMotion PositiveCap | closed empirically |,endpoint_or_window,True,False
S0153,Prime_Mesh_R2Q_FullFCL_Reclosure_Update_v2.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FullFCL_Reclosure_Update_v2.md,405,continuous vs discrete statement,| EndpointMotion NegativeThreshold | closed empirically |,endpoint_or_window,True,False
S0154,Prime_Mesh_R2Q_FullFCL_Reclosure_Update_v2.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FullFCL_Reclosure_Update_v2.md,415,row family definition,| FullFCL above \(P_0\) | reclosed empirically |,unclear,True,False
S0155,Prime_Mesh_R2Q_FullFCL_Reclosure_Update_v2.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FullFCL_Reclosure_Update_v2.md,427,continuous vs discrete statement,3. EndpointMotion PositiveCap and NegativeThreshold hold analytically.,endpoint_or_window,True,False
S0156,Prime_Mesh_R2Q_FullFCL_Reclosure_Update_v2.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_FullFCL_Reclosure_Update_v2.md,450,row family definition,\text{update the global theta-envelope closure using FullFCL v2 plus the finite theta certificate.},theta_window,True,False
S0157,Prime_Mesh_R2Q_GlobalThetaEnvelope_Reclosure_Update_v2.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_GlobalThetaEnvelope_Reclosure_Update_v2.md,6,row family definition,**Status:** Global theta-envelope reclosure after primitive-backed FullFCL v2,theta_window,True,False
S0158,Prime_Mesh_R2Q_GlobalThetaEnvelope_Reclosure_Update_v2.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_GlobalThetaEnvelope_Reclosure_Update_v2.md,18,row family definition,\mathsf{FullFCL}_{x\ge P_0},unclear,True,False
S0159,Prime_Mesh_R2Q_GlobalThetaEnvelope_Reclosure_Update_v2.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_GlobalThetaEnvelope_Reclosure_Update_v2.md,20,finite-zone rule,\mathsf{FiniteThetaEnvelope}_{2\le x<P_0},theta_window,True,False
S0160,Prime_Mesh_R2Q_GlobalThetaEnvelope_Reclosure_Update_v2.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_GlobalThetaEnvelope_Reclosure_Update_v2.md,27,row family definition,The v2 update replaces the older FullFCL support with the primitive-backed FullFCL reclosure:,unclear,True,False
S0161,Prime_Mesh_R2Q_GlobalThetaEnvelope_Reclosure_Update_v2.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_GlobalThetaEnvelope_Reclosure_Update_v2.md,31,row family definition,\mathsf{FullFCL}^{(v2)}_{x\ge P_0},unclear,True,False
S0162,Prime_Mesh_R2Q_GlobalThetaEnvelope_Reclosure_Update_v2.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_GlobalThetaEnvelope_Reclosure_Update_v2.md,33,finite-zone rule,\mathsf{FiniteThetaEnvelope}_{2\le x<P_0},theta_window,True,False
S0163,Prime_Mesh_R2Q_GlobalThetaEnvelope_Reclosure_Update_v2.md,C:\Users\jhegy\source\repos\prime-mesh-theory\docs\RH\notes\claude\repair and close process\Prime_Mesh_R2Q_GlobalThetaEnvelope_Reclosure_Update_v2.md,66,row family definition,The earlier global theta-envelope closure relied on an empirically closed FullFCL stack.,theta_window,True,False
