gap_id,gap_start,gap_end,gap_length,left_candidate_id,right_candidate_id,left_candidate_type,right_candidate_type,post_P0,contains_jump_event,jump_event_count,contains_prime_jump,contains_prime_power_jump,upper_exit_possible,lower_exit_possible,lower_bracket_available,subthreshold_safe,O2_safe,B3_safe,finite_certificate_safe,non_surviving_safe,generator_contradiction_safe,monotone_safe,envelope_margin_safe,gap_safety_class,gap_safety_pass,gap_safety_reason,missing_data_flags,needed_data_or_lemma
gap_079,604702619,604704593,1974,320,228,negative,negative,True,,,,,,,False,False,False,False,False,False,False,False,False,unknown,False,"No per-gap R(x)/envelope margin, jump-event, lower-bracket, subthreshold, or generator-contradiction certificate is available.",missing_R_values;no_per_gap_subthreshold_or_O2_B3_mapping,normalized_error_gap_bounds_or_generator_gap_contradiction_certificate
gap_080,604708931,604711166,2235,228,443,negative,negative,True,,,,,,,False,False,False,False,False,False,False,False,False,unknown,False,"No per-gap R(x)/envelope margin, jump-event, lower-bracket, subthreshold, or generator-contradiction certificate is available.",missing_R_values;no_per_gap_subthreshold_or_O2_B3_mapping,normalized_error_gap_bounds_or_generator_gap_contradiction_certificate
gap_081,604711937,604712202,265,443,857,negative,positive,True,,,,,,,False,False,False,False,False,False,False,False,False,unknown,False,"No per-gap R(x)/envelope margin, jump-event, lower-bracket, subthreshold, or generator-contradiction certificate is available.",missing_R_values;no_per_gap_subthreshold_or_O2_B3_mapping,normalized_error_gap_bounds_or_generator_gap_contradiction_certificate
gap_082,604712203,604712502,299,857,906,positive,positive,True,,,,,,,False,False,False,False,False,False,False,False,False,unknown,False,"No per-gap R(x)/envelope margin, jump-event, lower-bracket, subthreshold, or generator-contradiction certificate is available.",missing_R_values;no_per_gap_subthreshold_or_O2_B3_mapping,normalized_error_gap_bounds_or_generator_gap_contradiction_certificate
gap_083,604712503,604713502,999,906,1131,positive,positive,True,,,,,,,False,False,False,False,False,False,False,False,False,unknown,False,"No per-gap R(x)/envelope margin, jump-event, lower-bracket, subthreshold, or generator-contradiction certificate is available.",missing_R_values;no_per_gap_subthreshold_or_O2_B3_mapping,normalized_error_gap_bounds_or_generator_gap_contradiction_certificate
gap_084,604713503,604713540,37,1131,1381,positive,positive,True,,,,,,,False,False,False,False,False,False,False,False,False,unknown,False,"No per-gap R(x)/envelope margin, jump-event, lower-bracket, subthreshold, or generator-contradiction certificate is available.",missing_R_values;no_per_gap_subthreshold_or_O2_B3_mapping,normalized_error_gap_bounds_or_generator_gap_contradiction_certificate
gap_085,604713541,604715326,1785,1381,608,positive,positive,True,,,,,,,False,False,False,False,False,False,False,False,False,unknown,False,"No per-gap R(x)/envelope margin, jump-event, lower-bracket, subthreshold, or generator-contradiction certificate is available.",missing_R_values;no_per_gap_subthreshold_or_O2_B3_mapping,normalized_error_gap_bounds_or_generator_gap_contradiction_certificate
gap_086,604715329,604715536,207,608,950,positive,positive,True,,,,,,,False,False,False,False,False,False,False,False,False,unknown,False,"No per-gap R(x)/envelope margin, jump-event, lower-bracket, subthreshold, or generator-contradiction certificate is available.",missing_R_values;no_per_gap_subthreshold_or_O2_B3_mapping,normalized_error_gap_bounds_or_generator_gap_contradiction_certificate
gap_087,604715537,604715860,323,950,774,positive,positive,True,,,,,,,False,False,False,False,False,False,False,False,False,unknown,False,"No per-gap R(x)/envelope margin, jump-event, lower-bracket, subthreshold, or generator-contradiction certificate is available.",missing_R_values;no_per_gap_subthreshold_or_O2_B3_mapping,normalized_error_gap_bounds_or_generator_gap_contradiction_certificate
gap_088,604715861,604718720,2859,774,297,positive,negative,True,,,,,,,False,False,False,False,False,False,False,False,False,unknown,False,"No per-gap R(x)/envelope margin, jump-event, lower-bracket, subthreshold, or generator-contradiction certificate is available.",missing_R_values;no_per_gap_subthreshold_or_O2_B3_mapping,normalized_error_gap_bounds_or_generator_gap_contradiction_certificate
gap_089,604724143,604724506,363,297,1339,negative,positive,True,,,,,,,False,False,False,False,False,False,False,False,False,unknown,False,"No per-gap R(x)/envelope margin, jump-event, lower-bracket, subthreshold, or generator-contradiction certificate is available.",missing_R_values;no_per_gap_subthreshold_or_O2_B3_mapping,normalized_error_gap_bounds_or_generator_gap_contradiction_certificate
gap_090,604724507,604757400,32893,1339,64,positive,negative,True,,,,,,,False,False,False,False,False,False,False,False,False,unknown,False,"No per-gap R(x)/envelope margin, jump-event, lower-bracket, subthreshold, or generator-contradiction certificate is available.",missing_R_values;no_per_gap_subthreshold_or_O2_B3_mapping,normalized_error_gap_bounds_or_generator_gap_contradiction_certificate
gap_091,604810421,604810680,259,64,826,negative,positive,True,,,,,,,False,False,False,False,False,False,False,False,False,unknown,False,"No per-gap R(x)/envelope margin, jump-event, lower-bracket, subthreshold, or generator-contradiction certificate is available.",missing_R_values;no_per_gap_subthreshold_or_O2_B3_mapping,normalized_error_gap_bounds_or_generator_gap_contradiction_certificate
gap_092,604810681,604810752,71,826,1214,positive,positive,True,,,,,,,False,False,False,False,False,False,False,False,False,unknown,False,"No per-gap R(x)/envelope margin, jump-event, lower-bracket, subthreshold, or generator-contradiction certificate is available.",missing_R_values;no_per_gap_subthreshold_or_O2_B3_mapping,normalized_error_gap_bounds_or_generator_gap_contradiction_certificate
gap_093,604810753,604810846,93,1214,1181,positive,positive,True,,,,,,,False,False,False,False,False,False,False,False,False,unknown,False,"No per-gap R(x)/envelope margin, jump-event, lower-bracket, subthreshold, or generator-contradiction certificate is available.",missing_R_values;no_per_gap_subthreshold_or_O2_B3_mapping,normalized_error_gap_bounds_or_generator_gap_contradiction_certificate
gap_094,604810847,604811016,169,1181,961,positive,positive,True,,,,,,,False,False,False,False,False,False,False,False,False,unknown,False,"No per-gap R(x)/envelope margin, jump-event, lower-bracket, subthreshold, or generator-contradiction certificate is available.",missing_R_values;no_per_gap_subthreshold_or_O2_B3_mapping,normalized_error_gap_bounds_or_generator_gap_contradiction_certificate
gap_095,604811017,604811068,51,961,1327,positive,positive,True,,,,,,,False,False,False,False,False,False,False,False,False,unknown,False,"No per-gap R(x)/envelope margin, jump-event, lower-bracket, subthreshold, or generator-contradiction certificate is available.",missing_R_values;no_per_gap_subthreshold_or_O2_B3_mapping,normalized_error_gap_bounds_or_generator_gap_contradiction_certificate
gap_096,604811069,604811166,97,1327,1398,positive,positive,True,,,,,,,False,False,False,False,False,False,False,False,False,unknown,False,"No per-gap R(x)/envelope margin, jump-event, lower-bracket, subthreshold, or generator-contradiction certificate is available.",missing_R_values;no_per_gap_subthreshold_or_O2_B3_mapping,normalized_error_gap_bounds_or_generator_gap_contradiction_certificate
gap_097,604811167,604811352,185,1398,916,positive,positive,True,,,,,,,False,False,False,False,False,False,False,False,False,unknown,False,"No per-gap R(x)/envelope margin, jump-event, lower-bracket, subthreshold, or generator-contradiction certificate is available.",missing_R_values;no_per_gap_subthreshold_or_O2_B3_mapping,normalized_error_gap_bounds_or_generator_gap_contradiction_certificate
gap_098,604811353,604812190,837,916,432,positive,negative,True,,,,,,,False,False,False,False,False,False,False,False,False,unknown,False,"No per-gap R(x)/envelope margin, jump-event, lower-bracket, subthreshold, or generator-contradiction certificate is available.",missing_R_values;no_per_gap_subthreshold_or_O2_B3_mapping,normalized_error_gap_bounds_or_generator_gap_contradiction_certificate
gap_099,604813747,604813788,41,432,1232,negative,positive,True,,,,,,,False,False,False,False,False,False,False,False,False,unknown,False,"No per-gap R(x)/envelope margin, jump-event, lower-bracket, subthreshold, or generator-contradiction certificate is available.",missing_R_values;no_per_gap_subthreshold_or_O2_B3_mapping,normalized_error_gap_bounds_or_generator_gap_contradiction_certificate
gap_100,604813789,604813830,41,1232,1383,positive,positive,True,,,,,,,False,False,False,False,False,False,False,False,False,unknown,False,"No per-gap R(x)/envelope margin, jump-event, lower-bracket, subthreshold, or generator-contradiction certificate is available.",missing_R_values;no_per_gap_subthreshold_or_O2_B3_mapping,normalized_error_gap_bounds_or_generator_gap_contradiction_certificate
gap_101,604813831,604814008,177,1383,1146,positive,positive,True,,,,,,,False,False,False,False,False,False,False,False,False,unknown,False,"No per-gap R(x)/envelope margin, jump-event, lower-bracket, subthreshold, or generator-contradiction certificate is available.",missing_R_values;no_per_gap_subthreshold_or_O2_B3_mapping,normalized_error_gap_bounds_or_generator_gap_contradiction_certificate
gap_102,604814009,604814238,229,1146,914,positive,positive,True,,,,,,,False,False,False,False,False,False,False,False,False,unknown,False,"No per-gap R(x)/envelope margin, jump-event, lower-bracket, subthreshold, or generator-contradiction certificate is available.",missing_R_values;no_per_gap_subthreshold_or_O2_B3_mapping,normalized_error_gap_bounds_or_generator_gap_contradiction_certificate
gap_103,604814239,604814332,93,914,1313,positive,positive,True,,,,,,,False,False,False,False,False,False,False,False,False,unknown,False,"No per-gap R(x)/envelope margin, jump-event, lower-bracket, subthreshold, or generator-contradiction certificate is available.",missing_R_values;no_per_gap_subthreshold_or_O2_B3_mapping,normalized_error_gap_bounds_or_generator_gap_contradiction_certificate
gap_104,604814333,604814518,185,1313,1468,positive,positive,True,,,,,,,False,False,False,False,False,False,False,False,False,unknown,False,"No per-gap R(x)/envelope margin, jump-event, lower-bracket, subthreshold, or generator-contradiction certificate is available.",missing_R_values;no_per_gap_subthreshold_or_O2_B3_mapping,normalized_error_gap_bounds_or_generator_gap_contradiction_certificate
gap_105,604814519,604814920,401,1468,895,positive,positive,True,,,,,,,False,False,False,False,False,False,False,False,False,unknown,False,"No per-gap R(x)/envelope margin, jump-event, lower-bracket, subthreshold, or generator-contradiction certificate is available.",missing_R_values;no_per_gap_subthreshold_or_O2_B3_mapping,normalized_error_gap_bounds_or_generator_gap_contradiction_certificate
gap_106,604814921,604819805,4884,895,208,positive,negative,True,,,,,,,False,False,False,False,False,False,False,False,False,unknown,False,"No per-gap R(x)/envelope margin, jump-event, lower-bracket, subthreshold, or generator-contradiction certificate is available.",missing_R_values;no_per_gap_subthreshold_or_O2_B3_mapping,normalized_error_gap_bounds_or_generator_gap_contradiction_certificate
gap_107,604822567,604828962,6395,208,1253,negative,positive,True,,,,,,,False,False,False,False,False,False,False,False,False,unknown,False,"No per-gap R(x)/envelope margin, jump-event, lower-bracket, subthreshold, or generator-contradiction certificate is available.",missing_R_values;no_per_gap_subthreshold_or_O2_B3_mapping,normalized_error_gap_bounds_or_generator_gap_contradiction_certificate
gap_108,604828963,604829736,773,1253,1346,positive,positive,True,,,,,,,False,False,False,False,False,False,False,False,False,unknown,False,"No per-gap R(x)/envelope margin, jump-event, lower-bracket, subthreshold, or generator-contradiction certificate is available.",missing_R_values;no_per_gap_subthreshold_or_O2_B3_mapping,normalized_error_gap_bounds_or_generator_gap_contradiction_certificate
gap_109,604829737,604830076,339,1346,976,positive,positive,True,,,,,,,False,False,False,False,False,False,False,False,False,unknown,False,"No per-gap R(x)/envelope margin, jump-event, lower-bracket, subthreshold, or generator-contradiction certificate is available.",missing_R_values;no_per_gap_subthreshold_or_O2_B3_mapping,normalized_error_gap_bounds_or_generator_gap_contradiction_certificate
gap_110,604830077,604838292,8215,976,1254,positive,positive,True,,,,,,,False,False,False,False,False,False,False,False,False,unknown,False,"No per-gap R(x)/envelope margin, jump-event, lower-bracket, subthreshold, or generator-contradiction certificate is available.",missing_R_values;no_per_gap_subthreshold_or_O2_B3_mapping,normalized_error_gap_bounds_or_generator_gap_contradiction_certificate
gap_111,604838293,604844050,5757,1254,223,positive,negative,True,,,,,,,False,False,False,False,False,False,False,False,False,unknown,False,"No per-gap R(x)/envelope margin, jump-event, lower-bracket, subthreshold, or generator-contradiction certificate is available.",missing_R_values;no_per_gap_subthreshold_or_O2_B3_mapping,normalized_error_gap_bounds_or_generator_gap_contradiction_certificate
gap_112,604848841,604848940,99,223,1288,negative,positive,True,,,,,,,False,False,False,False,False,False,False,False,False,unknown,False,"No per-gap R(x)/envelope margin, jump-event, lower-bracket, subthreshold, or generator-contradiction certificate is available.",missing_R_values;no_per_gap_subthreshold_or_O2_B3_mapping,normalized_error_gap_bounds_or_generator_gap_contradiction_certificate
gap_113,604848941,604849312,371,1288,1276,positive,positive,True,,,,,,,False,False,False,False,False,False,False,False,False,unknown,False,"No per-gap R(x)/envelope margin, jump-event, lower-bracket, subthreshold, or generator-contradiction certificate is available.",missing_R_values;no_per_gap_subthreshold_or_O2_B3_mapping,normalized_error_gap_bounds_or_generator_gap_contradiction_certificate
gap_114,604849313,604849350,37,1276,1438,positive,positive,True,,,,,,,False,False,False,False,False,False,False,False,False,unknown,False,"No per-gap R(x)/envelope margin, jump-event, lower-bracket, subthreshold, or generator-contradiction certificate is available.",missing_R_values;no_per_gap_subthreshold_or_O2_B3_mapping,normalized_error_gap_bounds_or_generator_gap_contradiction_certificate
gap_115,604849351,604863730,14379,1438,1293,positive,positive,True,,,,,,,False,False,False,False,False,False,False,False,False,unknown,False,"No per-gap R(x)/envelope margin, jump-event, lower-bracket, subthreshold, or generator-contradiction certificate is available.",missing_R_values;no_per_gap_subthreshold_or_O2_B3_mapping,normalized_error_gap_bounds_or_generator_gap_contradiction_certificate
gap_116,604863731,604864228,497,1293,1403,positive,positive,True,,,,,,,False,False,False,False,False,False,False,False,False,unknown,False,"No per-gap R(x)/envelope margin, jump-event, lower-bracket, subthreshold, or generator-contradiction certificate is available.",missing_R_values;no_per_gap_subthreshold_or_O2_B3_mapping,normalized_error_gap_bounds_or_generator_gap_contradiction_certificate
gap_117,604864229,604864276,47,1403,1202,positive,positive,True,,,,,,,False,False,False,False,False,False,False,False,False,unknown,False,"No per-gap R(x)/envelope margin, jump-event, lower-bracket, subthreshold, or generator-contradiction certificate is available.",missing_R_values;no_per_gap_subthreshold_or_O2_B3_mapping,normalized_error_gap_bounds_or_generator_gap_contradiction_certificate
gap_118,604864277,604864888,611,1202,680,positive,positive,True,,,,,,,False,False,False,False,False,False,False,False,False,unknown,False,"No per-gap R(x)/envelope margin, jump-event, lower-bracket, subthreshold, or generator-contradiction certificate is available.",missing_R_values;no_per_gap_subthreshold_or_O2_B3_mapping,normalized_error_gap_bounds_or_generator_gap_contradiction_certificate
gap_119,604864891,604866090,1199,680,1034,positive,positive,True,,,,,,,False,False,False,False,False,False,False,False,False,unknown,False,"No per-gap R(x)/envelope margin, jump-event, lower-bracket, subthreshold, or generator-contradiction certificate is available.",missing_R_values;no_per_gap_subthreshold_or_O2_B3_mapping,normalized_error_gap_bounds_or_generator_gap_contradiction_certificate
gap_120,604866091,604866190,99,1034,1168,positive,positive,True,,,,,,,False,False,False,False,False,False,False,False,False,unknown,False,"No per-gap R(x)/envelope margin, jump-event, lower-bracket, subthreshold, or generator-contradiction certificate is available.",missing_R_values;no_per_gap_subthreshold_or_O2_B3_mapping,normalized_error_gap_bounds_or_generator_gap_contradiction_certificate
gap_121,604866191,604866472,281,1168,870,positive,positive,True,,,,,,,False,False,False,False,False,False,False,False,False,unknown,False,"No per-gap R(x)/envelope margin, jump-event, lower-bracket, subthreshold, or generator-contradiction certificate is available.",missing_R_values;no_per_gap_subthreshold_or_O2_B3_mapping,normalized_error_gap_bounds_or_generator_gap_contradiction_certificate
gap_122,604866473,604869251,2778,870,304,positive,negative,True,,,,,,,False,False,False,False,False,False,False,False,False,unknown,False,"No per-gap R(x)/envelope margin, jump-event, lower-bracket, subthreshold, or generator-contradiction certificate is available.",missing_R_values;no_per_gap_subthreshold_or_O2_B3_mapping,normalized_error_gap_bounds_or_generator_gap_contradiction_certificate
gap_123,604870961,604871020,59,304,1262,negative,positive,True,,,,,,,False,False,False,False,False,False,False,False,False,unknown,False,"No per-gap R(x)/envelope margin, jump-event, lower-bracket, subthreshold, or generator-contradiction certificate is available.",missing_R_values;no_per_gap_subthreshold_or_O2_B3_mapping,normalized_error_gap_bounds_or_generator_gap_contradiction_certificate
gap_124,604871021,604871248,227,1262,1022,positive,positive,True,,,,,,,False,False,False,False,False,False,False,False,False,unknown,False,"No per-gap R(x)/envelope margin, jump-event, lower-bracket, subthreshold, or generator-contradiction certificate is available.",missing_R_values;no_per_gap_subthreshold_or_O2_B3_mapping,normalized_error_gap_bounds_or_generator_gap_contradiction_certificate
gap_125,604871249,604872087,838,1022,663,positive,positive,True,,,,,,,False,False,False,False,False,False,False,False,False,unknown,False,"No per-gap R(x)/envelope margin, jump-event, lower-bracket, subthreshold, or generator-contradiction certificate is available.",missing_R_values;no_per_gap_subthreshold_or_O2_B3_mapping,normalized_error_gap_bounds_or_generator_gap_contradiction_certificate
gap_126,604872091,604872286,195,663,978,positive,positive,True,,,,,,,False,False,False,False,False,False,False,False,False,unknown,False,"No per-gap R(x)/envelope margin, jump-event, lower-bracket, subthreshold, or generator-contradiction certificate is available.",missing_R_values;no_per_gap_subthreshold_or_O2_B3_mapping,normalized_error_gap_bounds_or_generator_gap_contradiction_certificate
gap_127,604872287,604872472,185,978,1409,positive,positive,True,,,,,,,False,False,False,False,False,False,False,False,False,unknown,False,"No per-gap R(x)/envelope margin, jump-event, lower-bracket, subthreshold, or generator-contradiction certificate is available.",missing_R_values;no_per_gap_subthreshold_or_O2_B3_mapping,normalized_error_gap_bounds_or_generator_gap_contradiction_certificate
gap_128,604872473,604872550,77,1409,1379,positive,positive,True,,,,,,,False,False,False,False,False,False,False,False,False,unknown,False,"No per-gap R(x)/envelope margin, jump-event, lower-bracket, subthreshold, or generator-contradiction certificate is available.",missing_R_values;no_per_gap_subthreshold_or_O2_B3_mapping,normalized_error_gap_bounds_or_generator_gap_contradiction_certificate
gap_129,604872551,604872576,25,1379,1416,positive,positive,True,,,,,,,False,False,False,False,False,False,False,False,False,unknown,False,"No per-gap R(x)/envelope margin, jump-event, lower-bracket, subthreshold, or generator-contradiction certificate is available.",missing_R_values;no_per_gap_subthreshold_or_O2_B3_mapping,normalized_error_gap_bounds_or_generator_gap_contradiction_certificate
gap_130,604872577,604872720,143,1416,1299,positive,positive,True,,,,,,,False,False,False,False,False,False,False,False,False,unknown,False,"No per-gap R(x)/envelope margin, jump-event, lower-bracket, subthreshold, or generator-contradiction certificate is available.",missing_R_values;no_per_gap_subthreshold_or_O2_B3_mapping,normalized_error_gap_bounds_or_generator_gap_contradiction_certificate
gap_131,604872721,604872760,39,1299,1328,positive,positive,True,,,,,,,False,False,False,False,False,False,False,False,False,unknown,False,"No per-gap R(x)/envelope margin, jump-event, lower-bracket, subthreshold, or generator-contradiction certificate is available.",missing_R_values;no_per_gap_subthreshold_or_O2_B3_mapping,normalized_error_gap_bounds_or_generator_gap_contradiction_certificate
gap_132,604872761,604872802,41,1328,1282,positive,positive,True,,,,,,,False,False,False,False,False,False,False,False,False,unknown,False,"No per-gap R(x)/envelope margin, jump-event, lower-bracket, subthreshold, or generator-contradiction certificate is available.",missing_R_values;no_per_gap_subthreshold_or_O2_B3_mapping,normalized_error_gap_bounds_or_generator_gap_contradiction_certificate
gap_133,604872803,604872870,67,1282,1345,positive,positive,True,,,,,,,False,False,False,False,False,False,False,False,False,unknown,False,"No per-gap R(x)/envelope margin, jump-event, lower-bracket, subthreshold, or generator-contradiction certificate is available.",missing_R_values;no_per_gap_subthreshold_or_O2_B3_mapping,normalized_error_gap_bounds_or_generator_gap_contradiction_certificate
gap_134,604872871,604873176,305,1345,1455,positive,positive,True,,,,,,,False,False,False,False,False,False,False,False,False,unknown,False,"No per-gap R(x)/envelope margin, jump-event, lower-bracket, subthreshold, or generator-contradiction certificate is available.",missing_R_values;no_per_gap_subthreshold_or_O2_B3_mapping,normalized_error_gap_bounds_or_generator_gap_contradiction_certificate
gap_135,604873177,604873348,171,1455,1174,positive,positive,True,,,,,,,False,False,False,False,False,False,False,False,False,unknown,False,"No per-gap R(x)/envelope margin, jump-event, lower-bracket, subthreshold, or generator-contradiction certificate is available.",missing_R_values;no_per_gap_subthreshold_or_O2_B3_mapping,normalized_error_gap_bounds_or_generator_gap_contradiction_certificate
gap_136,604873349,604874232,883,1174,598,positive,positive,True,,,,,,,False,False,False,False,False,False,False,False,False,unknown,False,"No per-gap R(x)/envelope margin, jump-event, lower-bracket, subthreshold, or generator-contradiction certificate is available.",missing_R_values;no_per_gap_subthreshold_or_O2_B3_mapping,normalized_error_gap_bounds_or_generator_gap_contradiction_certificate
gap_137,604874233,604874692,459,598,666,positive,positive,True,,,,,,,False,False,False,False,False,False,False,False,False,unknown,False,"No per-gap R(x)/envelope margin, jump-event, lower-bracket, subthreshold, or generator-contradiction certificate is available.",missing_R_values;no_per_gap_subthreshold_or_O2_B3_mapping,normalized_error_gap_bounds_or_generator_gap_contradiction_certificate
gap_138,604874693,604879711,5018,666,215,positive,negative,True,,,,,,,False,False,False,False,False,False,False,False,False,unknown,False,"No per-gap R(x)/envelope margin, jump-event, lower-bracket, subthreshold, or generator-contradiction certificate is available.",missing_R_values;no_per_gap_subthreshold_or_O2_B3_mapping,normalized_error_gap_bounds_or_generator_gap_contradiction_certificate
gap_139,604883911,604884126,215,215,1424,negative,positive,True,,,,,,,False,False,False,False,False,False,False,False,False,unknown,False,"No per-gap R(x)/envelope margin, jump-event, lower-bracket, subthreshold, or generator-contradiction certificate is available.",missing_R_values;no_per_gap_subthreshold_or_O2_B3_mapping,normalized_error_gap_bounds_or_generator_gap_contradiction_certificate
gap_140,604884127,604884330,203,1424,1074,positive,positive,True,,,,,,,False,False,False,False,False,False,False,False,False,unknown,False,"No per-gap R(x)/envelope margin, jump-event, lower-bracket, subthreshold, or generator-contradiction certificate is available.",missing_R_values;no_per_gap_subthreshold_or_O2_B3_mapping,normalized_error_gap_bounds_or_generator_gap_contradiction_certificate
