statement_id,file_name,file_path,line,statement_type,statement_text_or_paraphrase,scope,v5_compatible,needs_repair
S0059,Prime_Mesh_R2Q_GlobalBridge_to_RH_Audit_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\audits\Prime_Mesh_R2Q_GlobalBridge_to_RH_Audit_v1.md,35,FullFCL threshold statement,| `Prime_Mesh_R2Q_FullFCL_Closure_Update_v1.md` | `candidate` | True | True | False | False | False | Contains RH-scale/global bridge language. |,candidate_set,True,False
S0060,Prime_Mesh_R2Q_GlobalBridge_to_RH_Audit_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\audits\Prime_Mesh_R2Q_GlobalBridge_to_RH_Audit_v1.md,35,continuous/discrete scope statement,| `Prime_Mesh_R2Q_FullFCL_Closure_Update_v1.md` | `candidate` | True | True | False | False | False | Contains RH-scale/global bridge language. |,candidate_set,True,False
S0061,Prime_Mesh_R2Q_GlobalBridge_to_RH_Audit_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\audits\Prime_Mesh_R2Q_GlobalBridge_to_RH_Audit_v1.md,36,FullFCL threshold statement,| `Prime_Mesh_R2Q_FullFCL_Formal_Proof_Skeleton_v1.md` | `candidate` | True | True | True | False | False | Contains RH-scale/global bridge language. |,candidate_set,True,False
S0062,Prime_Mesh_R2Q_GlobalBridge_to_RH_Audit_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\audits\Prime_Mesh_R2Q_GlobalBridge_to_RH_Audit_v1.md,36,continuous/discrete scope statement,| `Prime_Mesh_R2Q_FullFCL_Formal_Proof_Skeleton_v1.md` | `candidate` | True | True | True | False | False | Contains RH-scale/global bridge language. |,candidate_set,True,False
S0063,Prime_Mesh_R2Q_GlobalBridge_to_RH_Audit_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\audits\Prime_Mesh_R2Q_GlobalBridge_to_RH_Audit_v1.md,37,FullFCL threshold statement,| `Prime_Mesh_R2Q_FullFCL_Formal_Theorem_Target_v1.md` | `candidate` | True | True | False | False | False | Contains RH-scale/global bridge language. |,candidate_set,True,False
S0064,Prime_Mesh_R2Q_GlobalBridge_to_RH_Audit_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\audits\Prime_Mesh_R2Q_GlobalBridge_to_RH_Audit_v1.md,37,continuous/discrete scope statement,| `Prime_Mesh_R2Q_FullFCL_Formal_Theorem_Target_v1.md` | `candidate` | True | True | False | False | False | Contains RH-scale/global bridge language. |,candidate_set,True,False
S0065,Prime_Mesh_R2Q_GlobalBridge_to_RH_Audit_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\audits\Prime_Mesh_R2Q_GlobalBridge_to_RH_Audit_v1.md,41,threshold relevance definition,"Empirical and conditional FirstCrossing/ThresholdRelevance support is present, including a theorem-facing contrapositive that a surviving first-crossing obstruction implies `Q_R2Q > 3/4`.",theorem_or_unspecified,True,False
S0066,Prime_Mesh_R2Q_GlobalBridge_to_RH_Audit_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\audits\Prime_Mesh_R2Q_GlobalBridge_to_RH_Audit_v1.md,41,first-crossing obstruction definition,"Empirical and conditional FirstCrossing/ThresholdRelevance support is present, including a theorem-facing contrapositive that a surviving first-crossing obstruction implies `Q_R2Q > 3/4`.",theorem_or_unspecified,True,False
S0067,Prime_Mesh_R2Q_GlobalBridge_to_RH_Audit_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\audits\Prime_Mesh_R2Q_GlobalBridge_to_RH_Audit_v1.md,41,Q_R2Q threshold meaning,"Empirical and conditional FirstCrossing/ThresholdRelevance support is present, including a theorem-facing contrapositive that a surviving first-crossing obstruction implies `Q_R2Q > 3/4`.",theorem_or_unspecified,True,False
S0068,Prime_Mesh_R2Q_GlobalBridge_to_RH_Audit_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\audits\Prime_Mesh_R2Q_GlobalBridge_to_RH_Audit_v1.md,41,0.75 constant justification,"Empirical and conditional FirstCrossing/ThresholdRelevance support is present, including a theorem-facing contrapositive that a surviving first-crossing obstruction implies `Q_R2Q > 3/4`.",theorem_or_unspecified,True,False
S0069,Prime_Mesh_R2Q_GlobalBridge_to_RH_Audit_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\audits\Prime_Mesh_R2Q_GlobalBridge_to_RH_Audit_v1.md,43,Q_R2Q threshold meaning,The audit did **not** find a completed analytic theorem proving that every RH-scale global first crossing localizes to a v5 admissible R2Q row with `Q_R2Q > 0.75` and `E_theta >= 0`.,theorem_or_unspecified,True,False
S0070,Prime_Mesh_R2Q_GlobalBridge_to_RH_Audit_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\audits\Prime_Mesh_R2Q_GlobalBridge_to_RH_Audit_v1.md,43,0.75 constant justification,The audit did **not** find a completed analytic theorem proving that every RH-scale global first crossing localizes to a v5 admissible R2Q row with `Q_R2Q > 0.75` and `E_theta >= 0`.,theorem_or_unspecified,True,False
S0071,Prime_Mesh_R2Q_GlobalBridge_to_RH_Audit_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\audits\Prime_Mesh_R2Q_GlobalBridge_to_RH_Audit_v1.md,43,direct threshold sign compatibility,The audit did **not** find a completed analytic theorem proving that every RH-scale global first crossing localizes to a v5 admissible R2Q row with `Q_R2Q > 0.75` and `E_theta >= 0`.,theorem_or_unspecified,True,False
S0072,Prime_Mesh_R2Q_GlobalBridge_to_RH_Audit_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\audits\Prime_Mesh_R2Q_GlobalBridge_to_RH_Audit_v1.md,47,FullFCL threshold statement,"`GlobalThetaEnvelope_Reclosure_Update_v2` states a conditional theta envelope from `FullFCL_v2 + FiniteThetaEnvelope`, with finite constant `1.9233607946440099`.",theorem_or_unspecified,True,False
S0073,Prime_Mesh_R2Q_GlobalBridge_to_RH_Audit_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\audits\Prime_Mesh_R2Q_GlobalBridge_to_RH_Audit_v1.md,51,FullFCL threshold statement,## 6. FullFCL Review,theorem_or_unspecified,True,False
S0074,Prime_Mesh_R2Q_GlobalBridge_to_RH_Audit_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\audits\Prime_Mesh_R2Q_GlobalBridge_to_RH_Audit_v1.md,53,FullFCL threshold statement,"`FullFCL_Reclosure_Update_v2` is present and empirically reclosed, but explicitly says it is not yet analytically proved from first principles. It is still organized around older `Q_delta_D` sign-bridge components, so the final GlobalBridge theorem should state the v5 direct-sign interface explicitly.",theorem_or_unspecified,True,False
S0075,Prime_Mesh_R2Q_GlobalBridge_to_RH_Audit_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\audits\Prime_Mesh_R2Q_GlobalBridge_to_RH_Audit_v1.md,66,Q_R2Q threshold meaning,| `does_not_rely_on_failed_delta_threshold_route` | True | No proof-evidence file uses Q_R2Q>0.75 => Q_delta_D>0.75; mentions appear only as audit/proof-attack warnings. |,theorem_or_unspecified,True,False
S0076,Prime_Mesh_R2Q_GlobalBridge_to_RH_Audit_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\audits\Prime_Mesh_R2Q_GlobalBridge_to_RH_Audit_v1.md,66,0.75 constant justification,| `does_not_rely_on_failed_delta_threshold_route` | True | No proof-evidence file uses Q_R2Q>0.75 => Q_delta_D>0.75; mentions appear only as audit/proof-attack warnings. |,theorem_or_unspecified,True,False
S0077,Prime_Mesh_R2Q_GlobalBridge_to_RH_Audit_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\audits\Prime_Mesh_R2Q_GlobalBridge_to_RH_Audit_v1.md,66,failed delta route warning,| `does_not_rely_on_failed_delta_threshold_route` | True | No proof-evidence file uses Q_R2Q>0.75 => Q_delta_D>0.75; mentions appear only as audit/proof-attack warnings. |,theorem_or_unspecified,False,False
S0078,Prime_Mesh_R2Q_GlobalBridge_to_RH_Audit_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\audits\Prime_Mesh_R2Q_GlobalBridge_to_RH_Audit_v1.md,67,certificate result statement,"| `finite_zone_covered` | True | FiniteCertificate/FiniteThetaEnvelope files are present, but v5 still asks for final index/reproducibility. |",theorem_or_unspecified,True,False
S0079,Prime_Mesh_R2Q_GlobalBridge_to_RH_Audit_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\audits\Prime_Mesh_R2Q_GlobalBridge_to_RH_Audit_v1.md,71,certificate result statement,| `global_rh_implication_closed` | False | v5 assembly and finite certificate index explicitly state the global RH bridge remains open/conditional. |,theorem_or_unspecified,True,False
S0080,Prime_Mesh_R2Q_GlobalBridge_to_RH_Audit_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\audits\Prime_Mesh_R2Q_GlobalBridge_to_RH_Audit_v1.md,77,Q_R2Q threshold meaning,| Global first-crossing localization theorem | `open` | Need proof that any RH-scale first crossing produces an admissible local R2Q row with Q_R2Q>0.75 and E_theta>=0/>0. | `Prime_Mesh_R2Q_FirstCrossing_Localization_Theorem_Target_v1.md` |,theorem_or_unspecified,True,False
S0081,Prime_Mesh_R2Q_GlobalBridge_to_RH_Audit_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\audits\Prime_Mesh_R2Q_GlobalBridge_to_RH_Audit_v1.md,77,0.75 constant justification,| Global first-crossing localization theorem | `open` | Need proof that any RH-scale first crossing produces an admissible local R2Q row with Q_R2Q>0.75 and E_theta>=0/>0. | `Prime_Mesh_R2Q_FirstCrossing_Localization_Theorem_Target_v1.md` |,theorem_or_unspecified,True,False
S0082,Prime_Mesh_R2Q_GlobalBridge_to_RH_Audit_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\audits\Prime_Mesh_R2Q_GlobalBridge_to_RH_Audit_v1.md,77,direct threshold sign compatibility,| Global first-crossing localization theorem | `open` | Need proof that any RH-scale first crossing produces an admissible local R2Q row with Q_R2Q>0.75 and E_theta>=0/>0. | `Prime_Mesh_R2Q_FirstCrossing_Localization_Theorem_Target_v1.md` |,theorem_or_unspecified,True,False
S0083,Prime_Mesh_R2Q_GlobalBridge_to_RH_Audit_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\audits\Prime_Mesh_R2Q_GlobalBridge_to_RH_Audit_v1.md,78,Q_R2Q threshold meaning,| v5 direct-sign compatibility | `ok` | Proof-evidence files do not use Q_R2Q>0.75 => Q_delta_D>0.75; final bridge should still state the direct threshold sign explicitly. | `Prime_Mesh_R2Q_GlobalBridge_v5_Compatibility_Update_v1.md` |,theorem_or_unspecified,True,False
S0084,Prime_Mesh_R2Q_GlobalBridge_to_RH_Audit_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\audits\Prime_Mesh_R2Q_GlobalBridge_to_RH_Audit_v1.md,78,0.75 constant justification,| v5 direct-sign compatibility | `ok` | Proof-evidence files do not use Q_R2Q>0.75 => Q_delta_D>0.75; final bridge should still state the direct threshold sign explicitly. | `Prime_Mesh_R2Q_GlobalBridge_v5_Compatibility_Update_v1.md` |,theorem_or_unspecified,True,False
S0085,Prime_Mesh_R2Q_GlobalBridge_to_RH_Audit_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\audits\Prime_Mesh_R2Q_GlobalBridge_to_RH_Audit_v1.md,78,failed delta route warning,| v5 direct-sign compatibility | `ok` | Proof-evidence files do not use Q_R2Q>0.75 => Q_delta_D>0.75; final bridge should still state the direct threshold sign explicitly. | `Prime_Mesh_R2Q_GlobalBridge_v5_Compatibility_Update_v1.md` |,theorem_or_unspecified,False,False
S0086,Prime_Mesh_R2Q_GlobalBridge_to_RH_Audit_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\audits\Prime_Mesh_R2Q_GlobalBridge_to_RH_Audit_v1.md,78,direct threshold sign compatibility,| v5 direct-sign compatibility | `ok` | Proof-evidence files do not use Q_R2Q>0.75 => Q_delta_D>0.75; final bridge should still state the direct threshold sign explicitly. | `Prime_Mesh_R2Q_GlobalBridge_v5_Compatibility_Update_v1.md` |,theorem_or_unspecified,True,False
S0087,Prime_Mesh_R2Q_GlobalBridge_to_RH_Audit_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\audits\Prime_Mesh_R2Q_GlobalBridge_to_RH_Audit_v1.md,80,certificate result statement,"| Finite certificate index | `present_needs_final_reproducibility` | Finite zone has certificate support, but v5 says final index/reproducibility remains work. | `Prime_Mesh_R2Q_FiniteCertificate_Index_v1.md` |",theorem_or_unspecified,True,False
S0088,Prime_Mesh_R2Q_GlobalBridge_to_RH_Audit_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\audits\Prime_Mesh_R2Q_GlobalBridge_to_RH_Audit_v1.md,88,certificate result statement,"Do not claim RH is proven from the local audits alone. The local obstruction stack is closed in the audited/certificate layer, but the global first-crossing/RH-scale bridge remains the main open proof layer.",candidate_set,True,False
S0089,Prime_Mesh_R2Q_GlobalBridge_to_RH_Audit_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\audits\Prime_Mesh_R2Q_GlobalBridge_to_RH_Audit_v1.md,100,FullFCL threshold statement,prime_mesh_r2q_globalbridge_fullfcl_review.csv,theorem_or_unspecified,True,False
S0090,Prime_Mesh_R2Q_FirstCrossing_Localization_Audit_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\audits\Prime_Mesh_R2Q_FirstCrossing_Localization_Audit_v1.md,10,Q_R2Q threshold meaning,global RH-scale first crossing => exists J with Q_R2Q(J)>0.75 and E_theta(J)>=0,theorem_or_unspecified,True,False
S0091,Prime_Mesh_R2Q_FirstCrossing_Localization_Audit_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\audits\Prime_Mesh_R2Q_FirstCrossing_Localization_Audit_v1.md,10,0.75 constant justification,global RH-scale first crossing => exists J with Q_R2Q(J)>0.75 and E_theta(J)>=0,theorem_or_unspecified,True,False
S0092,Prime_Mesh_R2Q_FirstCrossing_Localization_Audit_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\audits\Prime_Mesh_R2Q_FirstCrossing_Localization_Audit_v1.md,10,direct threshold sign compatibility,global RH-scale first crossing => exists J with Q_R2Q(J)>0.75 and E_theta(J)>=0,theorem_or_unspecified,True,False
S0093,Prime_Mesh_R2Q_FirstCrossing_Localization_Audit_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\audits\Prime_Mesh_R2Q_FirstCrossing_Localization_Audit_v1.md,16,continuous/discrete scope statement,- Classification: `missing_endpoint_sign_orientation`.,theorem_or_unspecified,True,False
S0094,Prime_Mesh_R2Q_FirstCrossing_Localization_Audit_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\audits\Prime_Mesh_R2Q_FirstCrossing_Localization_Audit_v1.md,17,threshold relevance definition,"- Main missing lemma: Threshold relevance and covering support exist, but the theorem still needs a v5 signed-orientation lemma, especially for lower crossings.",theorem_or_unspecified,True,False
S0095,Prime_Mesh_R2Q_FirstCrossing_Localization_Audit_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\audits\Prime_Mesh_R2Q_FirstCrossing_Localization_Audit_v1.md,27,threshold relevance definition,| Threshold Relevance | `conditional` | ThresholdRelevance audit/closure gives empirical theorem-facing contrapositive; proof target remains. |,theorem_or_unspecified,True,False
S0096,Prime_Mesh_R2Q_FirstCrossing_Localization_Audit_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\audits\Prime_Mesh_R2Q_FirstCrossing_Localization_Audit_v1.md,28,continuous/discrete scope statement,| Endpoint Sign Orientation | `conditional_incomplete` | Theta conditional assembly states positive crossing gives E_theta>0 and negative gives E_theta<0; target needs unified E_theta>=0 for RH-scale crossing. |,theorem_or_unspecified,True,False
S0097,Prime_Mesh_R2Q_FirstCrossing_Localization_Audit_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\audits\Prime_Mesh_R2Q_FirstCrossing_Localization_Audit_v1.md,30,certificate result statement,| Finite-Zone Coverage | `conditional` | FiniteThetaEnvelope and finite certificate files exist; final index/reproducibility still noted. |,theorem_or_unspecified,True,False
S0098,Prime_Mesh_R2Q_FirstCrossing_Localization_Audit_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\audits\Prime_Mesh_R2Q_FirstCrossing_Localization_Audit_v1.md,31,direct threshold sign compatibility,| v5 Contradiction | `proven_in_local_stack` | v5 assembly/direct sign files provide direct threshold sign. |,theorem_or_unspecified,True,False
S0099,Prime_Mesh_R2Q_FirstCrossing_Localization_Audit_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\audits\Prime_Mesh_R2Q_FirstCrossing_Localization_Audit_v1.md,35,continuous/discrete scope statement,| file | status | covering | threshold | endpoint sign | lower crossing | finite | direct sign |,theorem_or_unspecified,True,False
S0100,Prime_Mesh_R2Q_FirstCrossing_Localization_Audit_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\audits\Prime_Mesh_R2Q_FirstCrossing_Localization_Audit_v1.md,39,continuous/discrete scope statement,| `Prime_Mesh_R2Q_FirstCrossing_Covering_Localization_Target_v1.md` | `candidate` | True | False | True | False | True | False |,candidate_set,True,False
S0101,Prime_Mesh_R2Q_FirstCrossing_Localization_Audit_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\audits\Prime_Mesh_R2Q_FirstCrossing_Localization_Audit_v1.md,42,FullFCL threshold statement,| `Prime_Mesh_R2Q_FullFCL_Closure_Update_v1.md` | `conditional_support` | True | False | True | False | True | False |,theorem_or_unspecified,True,False
S0102,Prime_Mesh_R2Q_FirstCrossing_Localization_Audit_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\audits\Prime_Mesh_R2Q_FirstCrossing_Localization_Audit_v1.md,43,FullFCL threshold statement,| `Prime_Mesh_R2Q_FullFCL_Formal_Proof_Skeleton_v1.md` | `proof_target` | True | True | True | False | False | False |,theorem_or_unspecified,True,False
S0103,Prime_Mesh_R2Q_FirstCrossing_Localization_Audit_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\audits\Prime_Mesh_R2Q_FirstCrossing_Localization_Audit_v1.md,44,FullFCL threshold statement,| `Prime_Mesh_R2Q_FullFCL_Formal_Theorem_Target_v1.md` | `candidate` | True | True | True | False | True | False |,candidate_set,True,False
S0104,Prime_Mesh_R2Q_FirstCrossing_Localization_Audit_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\audits\Prime_Mesh_R2Q_FirstCrossing_Localization_Audit_v1.md,44,continuous/discrete scope statement,| `Prime_Mesh_R2Q_FullFCL_Formal_Theorem_Target_v1.md` | `candidate` | True | True | True | False | True | False |,candidate_set,True,False
S0105,Prime_Mesh_R2Q_FirstCrossing_Localization_Audit_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\audits\Prime_Mesh_R2Q_FirstCrossing_Localization_Audit_v1.md,45,FullFCL threshold statement,| `Prime_Mesh_R2Q_FullFCL_Reclosure_Update_v2.md` | `conditional_support` | True | True | True | False | False | False |,theorem_or_unspecified,True,False
S0106,Prime_Mesh_R2Q_FirstCrossing_Localization_Audit_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\audits\Prime_Mesh_R2Q_FirstCrossing_Localization_Audit_v1.md,46,certificate result statement,| `Prime_Mesh_R2Q_FiniteThetaEnvelope_Certificate_Spec_v1.md` | `candidate` | True | False | False | False | True | False |,candidate_set,True,False
S0107,Prime_Mesh_R2Q_FirstCrossing_Localization_Audit_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\audits\Prime_Mesh_R2Q_FirstCrossing_Localization_Audit_v1.md,46,continuous/discrete scope statement,| `Prime_Mesh_R2Q_FiniteThetaEnvelope_Certificate_Spec_v1.md` | `candidate` | True | False | False | False | True | False |,candidate_set,True,False
S0108,Prime_Mesh_R2Q_FirstCrossing_Localization_Audit_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\audits\Prime_Mesh_R2Q_FirstCrossing_Localization_Audit_v1.md,61,Q_R2Q threshold meaning,The bridge must use direct threshold sign and must not rely on `Q_R2Q>0.75 => Q_delta_D>0.75`.,theorem_or_unspecified,True,False
S0109,Prime_Mesh_R2Q_FirstCrossing_Localization_Audit_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\audits\Prime_Mesh_R2Q_FirstCrossing_Localization_Audit_v1.md,61,0.75 constant justification,The bridge must use direct threshold sign and must not rely on `Q_R2Q>0.75 => Q_delta_D>0.75`.,theorem_or_unspecified,True,False
S0110,Prime_Mesh_R2Q_FirstCrossing_Localization_Audit_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\audits\Prime_Mesh_R2Q_FirstCrossing_Localization_Audit_v1.md,61,failed delta route warning,The bridge must use direct threshold sign and must not rely on `Q_R2Q>0.75 => Q_delta_D>0.75`.,theorem_or_unspecified,False,False
S0111,Prime_Mesh_R2Q_FirstCrossing_Localization_Audit_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\audits\Prime_Mesh_R2Q_FirstCrossing_Localization_Audit_v1.md,61,direct threshold sign compatibility,The bridge must use direct threshold sign and must not rely on `Q_R2Q>0.75 => Q_delta_D>0.75`.,theorem_or_unspecified,True,False
S0112,Prime_Mesh_R2Q_FirstCrossing_Localization_Audit_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\audits\Prime_Mesh_R2Q_FirstCrossing_Localization_Audit_v1.md,65,threshold relevance definition,"Threshold relevance and theta/covering CSVs are present and support the empirical/conditional layers, but they do not by themselves prove the analytic localization theorem.",theorem_or_unspecified,True,False
S0113,Prime_Mesh_R2Q_FirstCrossing_Localization_Audit_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\audits\Prime_Mesh_R2Q_FirstCrossing_Localization_Audit_v1.md,71,continuous/discrete scope statement,"| Endpoint sign orientation | `open` | Need theorem that selected first-crossing row has E_theta>=0 in the target orientation, or split upper/lower signs. | `Prime_Mesh_R2Q_FirstCrossing_EndpointSign_Proof_Attack_v1.md` |",theorem_or_unspecified,True,False
S0114,Prime_Mesh_R2Q_FirstCrossing_Localization_Audit_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\docs\audits\Prime_Mesh_R2Q_FirstCrossing_Localization_Audit_v1.md,73,threshold relevance definition,"| Covering and threshold relevance remain conditional | `conditional` | Audits and conditional theorems support row covering and threshold relevance, but they are not final analytic proof from first principles. | `Prime_Mesh_R2Q_FirstCrossing_Localization_Conditional_Closure_Update_v1.md` |",theorem_or_unspecified,True,False
